raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed,verification_status,confidence,matched_title,matched_authors,matched_venue,matched_doi,source_url,source,notes,elapsed_seconds,input_tokens,output_tokens,web_search_calls,token_cost_usd,web_search_cost_usd,cost_usd
"[11] Ahmed, A.N., AlDahoul, N., Aziz, N.A., Huang, Y., Sherif, M., El-Shafie, A.:
The urban heat Island effect: A review on predictive approaches using artificial
intelligence models. City and Environment Interactions, 100234 (2025) https:
//doi.org/10.1016/j.cacint.2025.100234",journal_article,The urban heat Island effect: A review on predictive approaches using artificial intelligence models,A.N. Ahmed | N. AlDahoul | N.A. Aziz | Y. Huang | M. Sherif | A. El-Shafie,2025,City and Environment Interactions,,100234,,10.1016/j.cacint.2025.100234,,,,,,verified,1.0,The urban heat Island effect: A review on predictive approaches using artificial intelligence models,Ali Najah Ahmed | Nouar AlDahoul | Nurhanani A. Aziz | Y.F. Huang | Mohsen Sherif | Ahmed El-Shafie,City and Environment Interactions,10.1016/j.cacint.2025.100234,https://doi.org/10.1016/j.cacint.2025.100234,crossref_doi_static,Verified via static CrossRef DOI lookup (score: 1.00),38.94,0,0,0,0.0,0.0,0.0
"[12] Young, N.E., Anderson, R.S., Chignell, S.M., Vorster, A.G., Lawrence, R., Evan￾gelista, P.H.: A survival guide to Landsat preprocessing. Ecology 98(4), 920-932
(2017) https://doi.org/10.1002/ecy.1730",journal_article,A survival guide to Landsat preprocessing,N.E. Young | R.S. Anderson | S.M. Chignell | A.G. Vorster | R. Lawrence | P.H. Evangelista,2017,Ecology,98,4,920-932,10.1002/ecy.1730,,,,,,verified,1.0,A survival guide to Landsat preprocessing,Nicholas E. Young | Ryan S. Anderson | Stephen M. Chignell | Anthony G. Vorster | Rick Lawrence | Paul H. Evangelista,Ecology,10.1002/ecy.1730,https://doi.org/10.1002/ecy.1730,crossref_doi_static,Verified via static CrossRef DOI lookup (score: 1.00),39.26,0,0,0,0.0,0.0,0.0
"[13] Wang, J., Legner, C.: What Makes Data AI-Ready? ECIS 2025 TREOs (2025)",conference_paper,What Makes Data AI-Ready?,J. Wang | C. Legner,2025,ECIS,,TREOs,,,,,,,,verified,1.0,What Makes Data AI-Ready?,Jingyang Wang | Christine Legner,ECIS 2025 TREOs,,https://aisel.aisnet.org/treos_ecis2025/39/,AIS eLibrary and TREO Papers page searches,"The citation '[13] Wang, J., Legner, C.: What Makes Data AI-Ready? ECIS 2025 TREOs (2025)' has been verified against primary bibliographic sources. Search results confirm:

1. The paper 'What Makes Data AI-Ready?' by Jingyang Wang and Christine Legner was published in ECIS 2025 TREOs (paper #39)
2. Available at AIS eLibrary: https://aisel.aisnet.org/treos_ecis2025/39/ and https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1038&context=treos_ecis2025
3. Confirmed on the AIS TREO Papers page: https://aisel.aisnet.org/treos_ecis2025/

All cited elements match exactly: title, authors (initials expanding to full names), year 2025, and venue ECIS 2025 TREOs. This is a legitimate conference paper in the ECIS 2025 TREOs series. No title/author/venue discrepancies exist. Status: verified.",257.66,31574,1326,1,0.000589,0.005,0.005589
"[14] Scheffler, D., Frantz, D., Segl, K.: Spectral harmonization and red edge pre￾diction of Landsat-8 to Sentinel-2 using land cover optimized multivariate
regressors. Remote Sensing of Environment 241, 111723 (2020) https://doi.org/10.1016/j.rse.2020.111723",journal_article,Spectral harmonization and red edge prediction of Landsat-8 to Sentinel-2 using land cover optimized multivariate regressors,D. Scheffler | D. Frantz | K. Segl,2020,Remote Sensing of Environment,241,111723,,10.1016/j.rse.2020.111723,,,,,,verified,1.0,Spectral harmonization and red edge prediction of Landsat-8 to Sentinel-2 using land cover optimized multivariate regressors,Daniel Scheffler | David Frantz | Karl Segl,Remote Sensing of Environment,10.1016/j.rse.2020.111723,https://doi.org/10.1016/j.rse.2020.111723,crossref_doi_static,Verified via static CrossRef DOI lookup (score: 1.00),39.92,0,0,0,0.0,0.0,0.0
"[15] Wilkinson, M.D., Dumontier, M., Aalbersberg, I.J., Appleton, G., Axton, M.,
Baak, A., Blomberg, N., Boiten, J.-W., Silva Santos, L.B., Bourne, P.E., et al.:
The FAIR Guiding Principles for scientific data management and stewardship.
Scientific data 3(1), 1-9 (2016) https://doi.org/10.1038/sdata.2016.18",journal_article,The FAIR Guiding Principles for scientific data management and stewardship,M.D. Wilkinson | M. Dumontier | I.J. Aalbersberg | G. Appleton | M. Axton | A. Baak | N. Blomberg | J.-W. Boiten | L.B. Silva Santos | P.E. Bourne | et al.,2016,Scientific data,3,1,1-9,10.1038/sdata.2016.18,,,,,,verified,0.99,The FAIR Guiding Principles for scientific data management and stewardship,Mark D. Wilkinson | Michel Dumontier | IJsbrand Jan Aalbersberg | Gabrielle Appleton | Myles Axton | Arie Baak | Niklas Blomberg | Jan-Willem Boiten | Luiz Bonino da Silva Santos | Philip E. Bourne | Jildau Bouwman | Anthony J. Brookes | Tim Clark | Mercè Crosas | Ingrid Dillo | Olivier Dumon | Scott Edmunds | Chris T. Evelo | Richard Finkers | Alejandra Gonzalez-Beltran | Alasdair J.G. Gray | Paul Groth | Carole Goble | Jeffrey S. Grethe | Jaap Heringa | Peter A.C ’t Hoen | Rob Hooft | Tobias Kuhn | Ruben Kok | Joost Kok | Scott J. Lusher | Maryann E. Martone | Albert Mons | Abel L. Packer | Bengt Persson | Philippe Rocca-Serra | Marco Roos | Rene van Schaik | Susanna-Assunta Sansone | Erik Schultes | Thierry Sengstag | Ted Slater | George Strawn | Morris A. Swertz | Mark Thompson | Johan van der Lei | Erik van Mulligen | Jan Velterop | Andra Waagmeester | Peter Wittenburg | Katherine Wolstencroft | Jun Zhao | Barend Mons,Scientific Data,10.1038/sdata.2016.18,https://doi.org/10.1038/sdata.2016.18,crossref_doi_static,Verified via static CrossRef DOI lookup (score: 0.99),40.29,0,0,0,0.0,0.0,0.0
"[16] Verhulst, S., Zahuranec, A.J., Chafetz, H.: Moving Toward the FAIR-R princi￾ples: Advancing AI-Ready Data. Available at SSRN (2025) https://doi.org/10.
2139/ssrn.5164337",working_paper,Moving Toward the FAIR-R principles: Advancing AI-Ready Data,S. Verhulst | A.J. Zahuranec | H. Chafetz,2025,SSRN,,5164337,Available at SSRN,,,,,,,verified,1.0,Moving Toward the FAIR-R principles: Advancing AI-Ready Data,Stefaan Verhulst | Andrew Zahuranec | Hannah Chafetz,,10.2139/ssrn.5164337,https://doi.org/10.2139/ssrn.5164337,crossref_title_static,Verified via static CrossRef title search (score: 1.00),40.74,0,0,0,0.0,0.0,0.0
"[17] ESIP: Are Your Data Ready? Take Stock with ESIP’s New AI-Ready
Checklist. Accessed on 6 August 2025 (2022). https://www.esipfed.org/
37
checklist-ai-ready-data/",web,Are Your Data Ready? Take Stock with ESIP’s New AI-Ready Checklist,ESIP,2022,,,,,,,,,https://www.esipfed.org/checklist-ai-ready-data/,,verified,0.95,Are Your Data Ready? Take Stock with ESIP's New AI-Ready Checklist,ESIP,,,https://www.esipfed.org/checklist-ai-ready-data/,,"The ESIP AI-Ready Checklist publication exists at https://www.esipfed.org/checklist-ai-ready-data/ (accessed 6 August 2025, originally 2022-07-06). The title ""Are Your Data Ready? Take Stock with ESIP's New AI-Ready Checklist"" matches the real publication exactly. The author ""ESIP"" is the organization that produced the checklist. The year 2022 matches the publication date. The URL in the citation resolves to the correct live page. No evidence of fabrication, title mismatch, wrong author identity, or wrong venue. This is a legitimate web citation.",264.33,31547,1576,1,0.000631,0.005,0.005631
"[18] Brown, C., Kazmierski, M., V, P.: AlphaEarth Foundations: An embedding field
model for accurate and efficient global mapping from sparse label data (2025)
https://doi.org/10.48550/arXiv.2507.22291",working_paper,AlphaEarth Foundations: An embedding field model for accurate and efficient global mapping from sparse label data,C. Brown | M. Kazmierski | P. V,2025,arXiv preprint,,2507.22291,,10.48550/arXiv.2507.22291,,,,,,verified,1.0,AlphaEarth Foundations: An embedding field model for accurate and efficient global mapping from sparse label data,C. Brown | M. Kazmierski | P. V,arXiv preprint,10.48550/arXiv.2507.22291,https://doi.org/10.48550/arXiv.2507.22291,https://arxiv.org/abs/2507.22291,"The citation's title matches exactly with the arXiv preprint 2507.22291. The DOI 10.48550/arXiv.2507.22291 resolves to the correct live record at arxiv.org/abs/2507.22291. The year 2025 matches the submission date (2025-07-29). The author list of C. Brown, M. Kazmierski, P. V captures the first three authors of the 20+ author paper in abbreviated form — standard et al./truncation practice for multi-author works; per the ET AL./truncation hard rule, this does not reduce status from verified. No title/author/venue conflicts or fabrication indicators detected.",421.89,31668,3782,1,0.001007,0.005,0.006007
"[19] Feng, Z., Atzberger, C., Jaffer, S., Knezevic, J., Sormunen, S., Young, R., Lisaius,
M.C., Immitzer, M., Jackson, T., Ball, J., et al.: Tessera: Temporal embed￾dings of surface spectra for earth representation and analysis. arXiv preprint
arXiv:2506.20380 (2025) https://doi.org/10.48550/arXiv.2506.20380",working_paper,Tessera: Temporal embeddings of surface spectra for earth representation and analysis,Z. Feng | C. Atzberger | S. Jaffer | J. Knezevic | S. Sormunen | R. Young | M.C. Lisaius | M. Immitzer | T. Jackson | J. Ball | et al.,2025,arXiv preprint,,2506.2038,,10.48550/arXiv.2506.20380,,,,,,verified,0.95,TESSERA: Temporal Embeddings of Surface Spectra for Earth Representation and Analysis,Zhengpeng Feng | Clement Atzberger | Sadiq Jaffer | Jovana Knezevic | Silja Sormunen | Robin Young | Madeline C. Lisaius | Markus Immitzer | Toby Jackson | James Ball | David A. Coomes | Anil Madhavapeddy | Andrew Blake | Srinivasan Keshav,arXiv,10.48550/arXiv.2506.20380,https://arxiv.org/abs/2506.20380,arxiv_static,Verified via arXiv id 2506.20380.,319.14,0,0,0,0.0,0.0,0.0
"[20] McPherson, R.A., Fiebrich, C.A., Crawford, K.C., Kilby, J.R., Grimsley, D.L.,
Martinez, J.E., Basara, J.B., Illston, B.G., Morris, D.A., Kloesel, K.A., et al.:
Statewide monitoring of the mesoscale environment: A technical update on the
Oklahoma Mesonet. Journal of Atmospheric and Oceanic Technology 24(3),
301-321 (2007) https://doi.org/10.1175/JTECH1976.1",journal_article,Statewide monitoring of the mesoscale environment: A technical update on the Oklahoma Mesonet,R.A. McPherson | C.A. Fiebrich | K.C. Crawford | J.R. Kilby | D.L. Grimsley | J.E. Martinez | J.B. Basara | B.G. Illston | D.A. Morris | K.A. Kloesel | et al.,2007,Journal of Atmospheric and Oceanic Technology,24,3,301-321,,,,,,,verified,0.99,Statewide Monitoring of the Mesoscale Environment: A Technical Update on the Oklahoma Mesonet,Renee A. McPherson | Christopher A. Fiebrich | Kenneth C. Crawford | James R. Kilby | David L. Grimsley | Janet E. Martinez | Jeffrey B. Basara | Bradley G. Illston | Dale A. Morris | Kevin A. Kloesel | Andrea D. Melvin | Himanshu Shrivastava | J. Michael Wolfinbarger | Jared P. Bostic | David B. Demko | Ronald L. Elliott | Stephen J. Stadler | J. D. Carlson | Albert J. Sutherland,Journal of Atmospheric and Oceanic Technology,10.1175/jtech1976.1,https://doi.org/10.1175/jtech1976.1,crossref_title_static,Verified via static CrossRef title search (score: 0.99),42.52,0,0,0,0.0,0.0,0.0
"[21] Brotzge, J.A., Wang, J., Thorncroft, C., Joseph, E., Bain, N., Bassill, N., Far￾ruggio, N., Freedman, J., Hemker Jr, K., Johnston, D., et al.: A technical
overview of the New York State Mesonet standard network. Journal of Atmo￾spheric and Oceanic Technology 37(10), 1827-1845 (2020) https://doi.org/10.
1175/JTECH-D-19-0220.1",journal_article,A technical overview of the New York State Mesonet standard network,J.A. Brotzge | J. Wang | C. Thorncroft | E. Joseph | N. Bain | N. Bassill | N. Farruggio | J. Freedman | K. Hemker Jr | D. Johnston | et al.,2020,Journal of Atmospheric and Oceanic Technology,37,10,1827-1845,,,,,,,verified,0.99,A technical overview of the New York state mesonet standard network,J.A. Brotzge | J. Wang | C. Thorncroft | E. Joseph | N. Bain | N. Bassill | N. Farruggio | J. Freedman | K. Hemker Jr | D. Johnston,Journal of Atmospheric and Oceanic Technology,10.1175/JTECH-D-19-0220.1,https://doi.org/10.1175/JTECH-D-19-0220.1,"Search results from web search confirming the paper's existence via Mendeley (result [1]), AmeriFlux publication page (result [2]), NYS Mesonet bibliography (result [3]), and SciSpace listing (result [4]). DOI 10.1175/JTECH-D-19-0220.1 is active and resolves to the correct article.","The cited work exists and is confirmed via multiple primary sources: (1) CrossRef/DOI record 10.1175/JTECH-D-19-0220.1 resolves to the correct article; (2) Publisher/journal landing pages confirm the title, volume 37, issue 10, pages 1827-1845, year 2020; (3) The NYS Mesonet bibliography page (nysmesonet.org) lists the same DOI and full author list. The OCR artifacts in the raw_text (￿ characters) do not affect substantive verification. The 'et al.' author truncation is standard and not an error. All bibliographic coordinates (title, authors, journal, volume, issue, pages, year, DOI) identify the same real work.",261.91,32258,2102,1,0.000728,0.005,0.005728
"[22] Good, E.J., Ghent, D.J., Bulgin, C.E., Remedios, J.J.: A spatiotemporal anal￾ysis of the relationship between near-surface air temperature and satellite land
surface temperatures using 17 years of data from the ATSR series. Journal of
Geophysical Research: Atmospheres 122(17), 9185-9210 (2017) https://doi.org/
10.1002/2017JD026880",journal_article,A spatiotemporal analysis of the relationship between near-surface air temperature and satellite land surface temperatures using 17 years of data from the ATSR series,E.J. Good | D.J. Ghent | C.E. Bulgin | J.J. Remedios,2017,Journal of Geophysical Research: Atmospheres,122,17,9185-9210,,,,,,,verified,1.0,A spatiotemporal analysis of the relationship between near‐surface air temperature and satellite land surface temperatures using 17 years of data from the ATSR series,Elizabeth J. Good | Darren J. Ghent | Claire E. Bulgin | John J. Remedios,Journal of Geophysical Research: Atmospheres,10.1002/2017jd026880,https://doi.org/10.1002/2017jd026880,crossref_title_static,Verified via static CrossRef title search (score: 1.00),42.99,0,0,0,0.0,0.0,0.0
"[23] Nascimento, A.C.L., Galvani, E., Gobo, J.P.A., Wollmann, C.A.: Comparison
between air temperature and land surface temperature for the city of S˜ao Paulo, Brazil. Atmosphere 13(3), 491 (2022) https://doi.org/10.3390/atmos13030491",journal_article,"Comparison between air temperature and land surface temperature for the city of São Paulo, Brazil",A.C.L. Nascimento | E. Galvani | J.P.A. Gobo | C.A. Wollmann,2022,Atmosphere,13,3,491,,,,,,,verified,1.0,"Comparison between Air Temperature and Land Surface Temperature for the City of São Paulo, Brazil",Augusto Cezar Lima do Nascimento | Emerson Galvani | João Paulo Assis Gobo | Cássio Arthur Wollmann,Atmosphere,10.3390/atmos13030491,https://doi.org/10.3390/atmos13030491,crossref_title_static,Verified via static CrossRef title search (score: 1.00),43.32,0,0,0,0.0,0.0,0.0
"[24] Naserikia, M., Hart, M.A., Nazarian, N., Bechtel, B., Lipson, M., Nice, K.A.:
Land surface and air temperature dynamics: The role of urban form and season￾ality. Science of The Total Environment 905, 167306 (2023) https://doi.org/10.
1016/j.scitotenv.2023.167306",journal_article,Land surface and air temperature dynamics: The role of urban form and seasonality,M. Naserikia | M.A. Hart | N. Nazarian | B. Bechtel | M. Lipson | K.A. Nice,2023,Science of The Total Environment,905,,167306,,,,,,,verified,1.0,Land surface and air temperature dynamics: The role of urban form and seasonality,Marzie Naserikia | Melissa A. Hart | Negin Nazarian | Benjamin Bechtel | Mathew Lipson | Kerry A. Nice,Science of The Total Environment,10.1016/j.scitotenv.2023.167306,https://doi.org/10.1016/j.scitotenv.2023.167306,crossref_title_static,Verified via static CrossRef title search (score: 1.00),43.67,0,0,0,0.0,0.0,0.0
"[25] Anderson, C.: Landsat 8-9 Calibration and Validation (Cal/Val) Algorithm
Description Document (ADD). Technical report, United States Geological
Survey (2025)",book,Landsat 8-9 Calibration and Validation (Cal/Val) Algorithm Description Document (ADD),C. Anderson,2025,,,,,,,,United States Geological Survey,,,verified,1.0,Landsat 8-9 Calibration and Validation (Cal/Val) Algorithm Description Document (ADD),C. Anderson,United States Geological Survey,,https://www.usgs.gov/media/files/landsat-8-9-calibration-validation-algorithm-description-document,web search (Google) for exact title + author + publisher,"The cited work was verified via web search. Search results confirm the existence of the USGS technical report ""Landsat 8-9 Calibration and Validation (Cal/Val) Algorithm Description Document (ADD)"" authored by C. Anderson, published by the United States Geological Survey in 2025. The document is available at https://www.usgs.gov/media/files/landsat-8-9-calibration-validation-algorithm-description-document. All citation elements—title, author, year, and publisher—match the real work exactly. This is a government technical report (non-traditional source), and per verification rules, same-org/author/title alignment defaults to `verified`. No title/author/venue mismatches or fabrication evidence found.",264.87,31515,2330,1,0.000759,0.005,0.005759
"[26] Wang, L., Lu, Y., Yao, Y.: Comparison of three algorithms for the retrieval of
land surface temperature from Landsat 8 images. Sensors 19(22), 5049 (2019)
https://doi.org/10.3390/s19225049",journal_article,Comparison of three algorithms for the retrieval of land surface temperature from Landsat 8 images,L. Wang | Y. Lu | Y. Yao,2019,Sensors,19,22,5049,,,,,,,verified,1.0,Comparison of Three Algorithms for the Retrieval of Land Surface Temperature from Landsat 8 Images,Lei Wang | Yao Lu | Yunlong Yao,Sensors,10.3390/s19225049,https://doi.org/10.3390/s19225049,crossref_title_static,Verified via static CrossRef title search (score: 1.00),44.53,0,0,0,0.0,0.0,0.0
"[27] Malakar, N.K., Hulley, G.C., Hook, S.J., Laraby, K., Cook, M., Schott, J.R.:
38
An operational land surface temperature product for Landsat thermal data:
Methodology and validation. IEEE Transactions on Geoscience and Remote
Sensing 56(10), 5717-5735 (2018) https://doi.org/10.1109/TGRS.2018.2824828",journal_article,An operational land surface temperature product for Landsat thermal data: Methodology and validation,N.K. Malakar | G.C. Hulley | S.J. Hook | K. Laraby | M. Cook | J.R. Schott,2018,IEEE Transactions on Geoscience and Remote Sensing,56,10,5717-5735,,,,,,,verified,1.0,An Operational Land Surface Temperature Product for Landsat Thermal Data: Methodology and Validation,Nabin K. Malakar | Glynn C. Hulley | Simon J. Hook | Kelly Laraby | Monica Cook | John R. Schott,IEEE Transactions on Geoscience and Remote Sensing,10.1109/tgrs.2018.2824828,https://doi.org/10.1109/tgrs.2018.2824828,crossref_title_static,Verified via static CrossRef title search (score: 1.00),44.63,0,0,0,0.0,0.0,0.0
